Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,,
744,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC/ 91, 92 BNS)",NA,3,0,3,0,,,,,,,
745,D.CRIME AGAINST CHILDREN,Rape on Minor,NA,0,0,0,0,,,,,,,
746,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),NA,13,6,6,4,,,,,,,
747,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,NA,1409,369,329,420,,,,,,,
748,D.CRIME AGAINST CHILDREN,For Ransom - of Children,NA,2,0,1,0,,,,,,,
749,D.CRIME AGAINST CHILDREN,of Children - for begging,NA,0,0,0,0,,,,,,,
750,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,NA,1,0,0,0,,,,,,,
751,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,NA,0,0,0,0,,,,,,,
752,D.CRIME AGAINST CHILDREN,Lawful Guardianship,NA,1,0,0,0,,,,,,,
753,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,NA,0,0,0,0,,,,3521,,,
754,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,NA,0,0,0,0,,,,31,,,
755,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,NA,0,1,0,0,,,,3490,,,
756,D.CRIME AGAINST CHILDREN,"Selling of girls for Prostitution (Sec.372, 373 IPC/ 98, 99 BNS)",NA,0,0,0,0,,,,,,,
757,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,NA,54,19,12,13,,,,,,,
758,D.CRIME AGAINST CHILDREN,POCSO Act,NA,1596,382,422,394,,,,,,,
759,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,NA,6,3,2,2,,,,,,,
760,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,NA,39,8,13,7,,,,,,,
761,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,NA,23,2,5,3,,,,,,,
762,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,NA,0,0,0,0,,,,,,,
763,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Murder,NA,27,8,7,3,,,,,,,
764,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Rape,NA,29,6,3,4,,,,,,,
765,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Kidnapping,NA,76,8,17,16,,,,,,,
766,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the Protection of Civil Rights Act.,NA,1,3,0,0,,,,,,,
767,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,776,164,203,214,,,,,,,
